日期,星期,商品,天气,是否周末,是否促销,销量,客单价,销售额
4/26/2024,周五,芋泥波波,阴,FALSE,FALSE,24,16,384
5/8/2024,周三,珍珠奶茶,雪,FALSE,TRUE,43,13,559
4/7/2024,周日,杨枝甘露,雨,TRUE,FALSE,32,18,576
3/10/2024,周日,柠檬茶,阴,TRUE,FALSE,46,20,920
4/18/2024,周四,珍珠奶茶,多云,FALSE,FALSE,29,15,435
4/26/2024,周五,芋泥波波,多云,FALSE,TRUE,41,10,410
4/16/2024,周二,水果茶,雪,FALSE,FALSE,15,20,300
4/23/2024,周二,抹茶拿铁,雨,FALSE,FALSE,17,11,187
4/3/2024,周三,芝士奶盖,阴,FALSE,FALSE,28,12,336
3/21/2024,周四,芋泥波波,多云,FALSE,FALSE,23,15,345
5/1/2024,周三,芋泥波波,雪,FALSE,FALSE,23,10,230
3/19/2024,周二,青稞奶茶,阴,FALSE,TRUE,32,10,320
5/25/2024,周六,青稞奶茶,雪,TRUE,TRUE,60,13,780
3/28/2024,周四,柠檬茶,阴,FALSE,FALSE,26,12,312
5/21/2024,周二,可可奶茶,多云,FALSE,FALSE,20,12,240
3/9/2024,周六,抹茶拿铁,晴,TRUE,FALSE,44,20,880
5/20/2024,周一,芝士奶盖,雨,FALSE,FALSE,23,10,230
4/20/2024,周六,珍珠奶茶,雨,TRUE,FALSE,40,13,520
3/17/2024,周日,抹茶拿铁,雪,TRUE,FALSE,54,20,1080
5/16/2024,周四,可可奶茶,阴,FALSE,FALSE,-1,19,475
5/11/2024,周六,芋泥波波,晴,TRUE,FALSE,35,14,490
4/13/2024,周六,青稞奶茶,雪,TRUE,FALSE,46,17,782
4/19/2024,周五,冰美式,阴,FALSE,FALSE,21,15,315
5/18/2024,周六,芋泥波波,雨,TRUE,FALSE,37,19,703
4/10/2024,周三,芝士奶盖,雪,FALSE,TRUE,34,15,510
4/22/2024,周一,青稞奶茶,雪,FALSE,FALSE,28,13,364
3/18/2024,周一,青稞奶茶,雨,FALSE,FALSE,24,15,360
4/29/2024,周一,冰美式,晴,FALSE,FALSE,19,20,380
5/16/2024,周四,芝士奶盖,阴,FALSE,FALSE,21,17,357
5/12/2024,周日,抹茶拿铁,雨,TRUE,TRUE,62,14,868
4/18/2024,周四,可可奶茶,晴,FALSE,TRUE,43,17,731
5/10/2024,周五,冰美式,雪,FALSE,FALSE,21,14,294
4/24/2024,周三,抹茶拿铁,阴,FALSE,FALSE,18,11,198
3/16/2024,周六,芝士奶盖,晴,TRUE,FALSE,30,11,330
4/4/2024,周四,杨枝甘露,阴,FALSE,FALSE,23,22,506
3/15/2024,周五,芝士奶盖,雨,FALSE,FALSE,21,13,273
5/13/2024,周一,青稞奶茶,多云,FALSE,TRUE,48,15,720
3/22/2024,周五,水果茶,雪,FALSE,FALSE,18,11,198
5/18/2024,周六,青稞奶茶,晴,TRUE,TRUE,59,13,767
3/22/2024,周五,杨枝甘露,雨,FALSE,TRUE,40,20,800
5/16/2024,周四,水果茶,多云,FALSE,FALSE,25,16,400
4/26/2024,周五,杨枝甘露,雪,FALSE,FALSE,22,22,484
3/27/2024,周三,抹茶拿铁,雪,FALSE,FALSE,23,17,391
4/19/2024,周五,抹茶拿铁,雨,FALSE,TRUE,36,20,720
4/21/2024,周日,柠檬茶,雨,TRUE,FALSE,44,14,616
4/18/2024,周四,冰美式,晴,FALSE,FALSE,34,13,442
3/9/2024,周六,抹茶拿铁,阴,TRUE,FALSE,0,16,480
4/27/2024,周六,水果茶,阴,TRUE,FALSE,30,14,420
4/3/2024,周三,抹茶拿铁,多云,FALSE,FALSE,24,20,480
5/7/2024,周二,柠檬茶,阴,FALSE,FALSE,14,11,154
3/21/2024,周四,芋泥波波,雨,FALSE,TRUE,32,12,384
4/25/2024,周四,青稞奶茶,多云,FALSE,FALSE,17,18,306
3/12/2024,周二,冰美式,雪,FALSE,FALSE,13,14,182
4/24/2024,周三,杨枝甘露,晴,FALSE,FALSE,20,22,440
3/9/2024,周六,芋泥波波,多云,TRUE,FALSE,40,18,720
3/23/2024,周六,杨枝甘露,多云,TRUE,FALSE,42,20,840
4/4/2024,周四,可可奶茶,雪,FALSE,FALSE,10,16,160
3/7/2024,周四,抹茶拿铁,多云,FALSE,FALSE,23,15,345
4/5/2024,周五,抹茶拿铁,阴,FALSE,TRUE,31,12,372
3/6/2024,周三,芋泥波波,多云,FALSE,TRUE,47,17,799
4/20/2024,周六,可可奶茶,阴,TRUE,FALSE,49,20,980
4/15/2024,周一,冰美式,雨,FALSE,FALSE,28,12,336
5/3/2024,周五,杨枝甘露,多云,FALSE,TRUE,30,18,540
4/22/2024,周一,水果茶,雨,FALSE,FALSE,27,17,459
3/3/2024,周日,柠檬茶,多云,TRUE,FALSE,47,12,564
4/8/2024,周一,水果茶,多云,FALSE,TRUE,37,14,518
4/29/2024,周一,抹茶拿铁,多云,FALSE,FALSE,27,10,270
3/19/2024,周二,芋泥波波,雨,FALSE,TRUE,42,20,840
3/10/2024,周日,冰美式,雨,TRUE,FALSE,0,17,714
3/9/2024,周六,芝士奶盖,多云,TRUE,FALSE,-1,12,516
3/19/2024,周二,可可奶茶,晴,FALSE,TRUE,41,18,738
4/27/2024,周六,水果茶,雪,TRUE,FALSE,44,15,660
3/7/2024,周四,可可奶茶,阴,FALSE,FALSE,999,18,342
5/12/2024,周日,可可奶茶,多云,TRUE,FALSE,33,15,495
4/26/2024,周五,青稞奶茶,多云,FALSE,FALSE,17,11,187
4/5/2024,周五,水果茶,晴,FALSE,TRUE,29,13,377
3/25/2024,周一,水果茶,阴,FALSE,FALSE,-1,13,234
3/21/2024,周四,珍珠奶茶,阴,FALSE,FALSE,21,15,315
3/22/2024,周五,抹茶拿铁,晴,FALSE,FALSE,18,19,342
4/17/2024,周三,抹茶拿铁,雪,FALSE,FALSE,23,20,460
5/7/2024,周二,杨枝甘露,雪,FALSE,FALSE,21,19,399
4/25/2024,周四,抹茶拿铁,雨,FALSE,FALSE,22,17,374
4/21/2024,周日,珍珠奶茶,雨,TRUE,FALSE,47,12,564
5/11/2024,周六,柠檬茶,多云,TRUE,FALSE,34,11,374
5/4/2024,周六,芝士奶盖,阴,TRUE,FALSE,43,14,602
3/21/2024,周四,冰美式,晴,FALSE,FALSE,25,16,400
4/25/2024,周四,杨枝甘露,阴,FALSE,FALSE,28,20,560
3/31/2024,周日,抹茶拿铁,阴,TRUE,FALSE,46,16,736
4/6/2024,周六,柠檬茶,多云,TRUE,FALSE,53,15,795
3/11/2024,周一,芋泥波波,晴,FALSE,FALSE,12,12,144
5/3/2024,周五,芋泥波波,晴,FALSE,TRUE,26,12,312
4/16/2024,周二,芝士奶盖,晴,FALSE,TRUE,999,11,341
3/11/2024,周一,珍珠奶茶,多云,FALSE,FALSE,16,15,240
5/15/2024,周三,青稞奶茶,雪,FALSE,FALSE,13,17,221
4/3/2024,周三,杨枝甘露,阴,FALSE,FALSE,17,18,306
4/13/2024,周六,杨枝甘露,阴,TRUE,FALSE,48,20,960
5/30/2024,周四,水果茶,多云,FALSE,FALSE,27,20,540
3/31/2024,周日,抹茶拿铁,多云,TRUE,TRUE,48,11,528
4/27/2024,周六,杨枝甘露,晴,TRUE,FALSE,34,20,680
5/31/2024,周五,抹茶拿铁,阴,FALSE,TRUE,53,20,1060
5/15/2024,周三,青稞奶茶,阴,FALSE,FALSE,21,12,252
4/14/2024,周日,芋泥波波,晴,TRUE,FALSE,30,16,480
5/3/2024,周五,抹茶拿铁,雨,FALSE,FALSE,27,16,432
5/12/2024,周日,杨枝甘露,多云,TRUE,FALSE,31,18,558
4/12/2024,周五,杨枝甘露,多云,FALSE,FALSE,20,21,420
3/26/2024,周二,杨枝甘露,晴,FALSE,FALSE,33,20,660
5/18/2024,周六,芝士奶盖,晴,TRUE,TRUE,56,13,728
5/27/2024,周一,可可奶茶,雪,FALSE,FALSE,26,19,494
5/18/2024,周六,柠檬茶,晴,TRUE,FALSE,47,18,846
4/28/2024,周日,珍珠奶茶,雨,TRUE,TRUE,63,12,756
4/23/2024,周二,抹茶拿铁,雨,FALSE,FALSE,20,17,340
5/23/2024,周四,珍珠奶茶,雪,FALSE,FALSE,21,12,252
3/6/2024,周三,柠檬茶,多云,FALSE,FALSE,30,10,300
4/5/2024,周五,可可奶茶,晴,FALSE,FALSE,33,14,462
5/24/2024,周五,珍珠奶茶,雪,FALSE,FALSE,35,14,490
3/31/2024,周日,水果茶,雨,TRUE,TRUE,65,10,650
3/11/2024,周一,芝士奶盖,阴,FALSE,TRUE,33,12,396
5/25/2024,周六,青稞奶茶,多云,TRUE,FALSE,41,12,492
4/6/2024,周六,青稞奶茶,雪,TRUE,FALSE,43,12,516
3/1/2024,周五,柠檬茶,雨,FALSE,TRUE,41,11,451
5/8/2024,周三,抹茶拿铁,阴,FALSE,FALSE,17,11,187
3/12/2024,周二,芝士奶盖,阴,FALSE,FALSE,23,14,322
5/19/2024,周日,芋泥波波,多云,TRUE,TRUE,47,18,846
5/20/2024,周一,芝士奶盖,雨,FALSE,FALSE,16,11,176
4/21/2024,周日,柠檬茶,多云,TRUE,FALSE,37,19,703
3/9/2024,周六,柠檬茶,雪,TRUE,FALSE,46,15,690
3/26/2024,周二,珍珠奶茶,阴,FALSE,TRUE,35,12,420
4/17/2024,周三,芝士奶盖,晴,FALSE,FALSE,30,11,330
3/13/2024,周三,冰美式,雪,FALSE,TRUE,38,18,684
4/13/2024,周六,芋泥波波,晴,TRUE,FALSE,54,15,810
5/8/2024,周三,水果茶,晴,FALSE,FALSE,19,14,266
3/18/2024,周一,青稞奶茶,多云,FALSE,FALSE,28,11,308
4/16/2024,周二,芋泥波波,雨,FALSE,FALSE,0,10,310
4/11/2024,周四,杨枝甘露,多云,FALSE,FALSE,21,22,462
4/16/2024,周二,芋泥波波,雨,FALSE,FALSE,18,11,198
3/28/2024,周四,冰美式,多云,FALSE,TRUE,34,18,612
3/11/2024,周一,可可奶茶,雪,FALSE,FALSE,20,16,320
3/6/2024,周三,青稞奶茶,晴,FALSE,FALSE,27,10,270
3/13/2024,周三,冰美式,晴,FALSE,FALSE,10,17,170
4/21/2024,周日,可可奶茶,雨,TRUE,TRUE,49,11,539
3/24/2024,周日,冰美式,晴,TRUE,FALSE,30,12,360
5/27/2024,周一,可可奶茶,阴,FALSE,TRUE,39,19,741
3/25/2024,周一,抹茶拿铁,晴,FALSE,FALSE,26,20,520
5/7/2024,周二,青稞奶茶,多云,FALSE,FALSE,30,16,480
4/6/2024,周六,青稞奶茶,雪,TRUE,FALSE,33,16,528
5/17/2024,周五,抹茶拿铁,晴,FALSE,FALSE,13,14,182
5/13/2024,周一,杨枝甘露,多云,FALSE,TRUE,26,19,494
3/10/2024,周日,水果茶,多云,TRUE,FALSE,-1,19,570
5/31/2024,周五,芋泥波波,阴,FALSE,TRUE,30,12,360
5/22/2024,周三,芋泥波波,雨,FALSE,FALSE,27,20,540
4/5/2024,周五,抹茶拿铁,多云,FALSE,FALSE,21,13,273
5/24/2024,周五,柠檬茶,阴,FALSE,FALSE,31,10,310
4/25/2024,周四,抹茶拿铁,晴,FALSE,FALSE,15,17,255
3/27/2024,周三,水果茶,雨,FALSE,TRUE,29,16,464
4/30/2024,周二,可可奶茶,雪,FALSE,FALSE,16,20,320
3/26/2024,周二,青稞奶茶,阴,FALSE,FALSE,32,13,416
3/18/2024,周一,珍珠奶茶,阴,FALSE,FALSE,25,13,325
4/17/2024,周三,可可奶茶,晴,FALSE,FALSE,28,18,504
4/21/2024,周日,珍珠奶茶,雪,TRUE,FALSE,28,13,364
4/2/2024,周二,柠檬茶,阴,FALSE,FALSE,15,12,180
4/11/2024,周四,可可奶茶,雪,FALSE,FALSE,30,13,390
4/9/2024,周二,水果茶,雨,FALSE,FALSE,28,16,448
5/17/2024,周五,冰美式,晴,FALSE,FALSE,30,13,390
4/11/2024,周四,珍珠奶茶,雨,FALSE,FALSE,23,14,322
4/25/2024,周四,可可奶茶,晴,FALSE,TRUE,25,16,400
3/27/2024,周三,抹茶拿铁,雪,FALSE,FALSE,24,11,264
5/10/2024,周五,抹茶拿铁,多云,FALSE,FALSE,17,15,255
4/2/2024,周二,珍珠奶茶,晴,FALSE,FALSE,33,15,495
3/12/2024,周二,芝士奶盖,雪,FALSE,TRUE,40,18,720
3/31/2024,周日,珍珠奶茶,雨,TRUE,FALSE,50,12,600
5/2/2024,周四,柠檬茶,雨,FALSE,TRUE,51,19,969
4/24/2024,周三,芝士奶盖,阴,FALSE,FALSE,23,10,230
5/20/2024,周一,冰美式,雨,FALSE,TRUE,25,10,250
3/26/2024,周二,柠檬茶,多云,FALSE,FALSE,16,20,320
5/19/2024,周日,杨枝甘露,晴,TRUE,FALSE,29,20,580
4/8/2024,周一,水果茶,晴,FALSE,FALSE,16,17,272
3/22/2024,周五,芝士奶盖,雪,FALSE,TRUE,28,11,308
3/28/2024,周四,芋泥波波,阴,FALSE,TRUE,29,14,406
5/31/2024,周五,可可奶茶,阴,FALSE,TRUE,47,20,940
4/27/2024,周六,水果茶,雪,TRUE,FALSE,37,14,518
5/17/2024,周五,柠檬茶,多云,FALSE,FALSE,16,18,288
3/12/2024,周二,冰美式,多云,FALSE,FALSE,16,18,288
3/15/2024,周五,可可奶茶,阴,FALSE,FALSE,34,12,408
3/24/2024,周日,可可奶茶,多云,TRUE,FALSE,32,18,576
5/9/2024,周四,芋泥波波,雪,FALSE,FALSE,22,18,396
4/3/2024,周三,青稞奶茶,雪,FALSE,TRUE,32,16,512
3/27/2024,周三,杨枝甘露,晴,FALSE,FALSE,26,21,546
5/21/2024,周二,可可奶茶,雨,FALSE,FALSE,22,14,308
4/13/2024,周六,珍珠奶茶,晴,TRUE,FALSE,36,12,432
3/4/2024,周一,芋泥波波,多云,FALSE,FALSE,30,19,570
5/28/2024,周二,柠檬茶,晴,FALSE,FALSE,33,20,660
5/20/2024,周一,冰美式,多云,FALSE,FALSE,15,16,240
5/4/2024,周六,青稞奶茶,雨,TRUE,TRUE,54,19,1026
5/9/2024,周四,抹茶拿铁,阴,FALSE,FALSE,20,12,240
4/6/2024,周六,可可奶茶,晴,TRUE,FALSE,51,10,510
4/29/2024,周一,珍珠奶茶,雪,FALSE,TRUE,35,13,455
5/21/2024,周二,芝士奶盖,雨,FALSE,FALSE,16,18,288
4/18/2024,周四,冰美式,多云,FALSE,FALSE,17,18,306
4/11/2024,周四,芝士奶盖,雨,FALSE,FALSE,13,19,247
3/6/2024,周三,可可奶茶,阴,FALSE,TRUE,27,16,432
5/18/2024,周六,可可奶茶,雪,TRUE,FALSE,39,19,741
5/7/2024,周二,杨枝甘露,晴,FALSE,TRUE,25,21,525
5/7/2024,周二,芋泥波波,雨,FALSE,FALSE,14,20,280
4/30/2024,周二,抹茶拿铁,雪,FALSE,TRUE,38,20,760
4/4/2024,周四,柠檬茶,晴,FALSE,TRUE,39,20,780
3/22/2024,周五,可可奶茶,阴,FALSE,FALSE,19,13,247
5/31/2024,周五,杨枝甘露,雪,FALSE,FALSE,22,20,440
4/2/2024,周二,芋泥波波,晴,FALSE,FALSE,28,20,560
4/15/2024,周一,芝士奶盖,晴,FALSE,TRUE,42,15,630
5/27/2024,周一,杨枝甘露,多云,FALSE,FALSE,19,18,342
4/9/2024,周二,水果茶,雨,FALSE,FALSE,26,18,468
3/3/2024,周日,柠檬茶,雨,TRUE,FALSE,44,18,792
4/5/2024,周五,芝士奶盖,阴,FALSE,FALSE,14,20,280
3/5/2024,周二,青稞奶茶,雨,FALSE,FALSE,14,13,182
4/15/2024,周一,柠檬茶,雪,FALSE,FALSE,19,16,304
3/19/2024,周二,芋泥波波,晴,FALSE,FALSE,19,18,342
3/16/2024,周六,可可奶茶,雪,TRUE,FALSE,29,19,551
5/26/2024,周日,柠檬茶,多云,TRUE,TRUE,0,13,845
3/5/2024,周二,芋泥波波,雪,FALSE,FALSE,19,15,285
3/13/2024,周三,抹茶拿铁,雪,FALSE,FALSE,-1,10,310
3/27/2024,周三,珍珠奶茶,雪,FALSE,TRUE,27,13,351
5/7/2024,周二,珍珠奶茶,阴,FALSE,FALSE,27,15,405
4/6/2024,周六,冰美式,阴,TRUE,FALSE,37,20,740
4/17/2024,周三,冰美式,多云,FALSE,FALSE,22,14,308
3/16/2024,周六,可可奶茶,雪,TRUE,FALSE,53,14,742
4/20/2024,周六,可可奶茶,雨,TRUE,FALSE,49,12,588
4/22/2024,周一,柠檬茶,多云,FALSE,FALSE,24,19,456
3/10/2024,周日,柠檬茶,雨,TRUE,FALSE,50,11,550
3/5/2024,周二,青稞奶茶,雪,FALSE,FALSE,14,15,210
4/13/2024,周六,柠檬茶,阴,TRUE,FALSE,40,18,720
3/15/2024,周五,杨枝甘露,晴,FALSE,FALSE,26,18,468
3/27/2024,周三,芝士奶盖,阴,FALSE,FALSE,23,10,230
5/27/2024,周一,抹茶拿铁,雨,FALSE,FALSE,15,11,165
3/28/2024,周四,青稞奶茶,雨,FALSE,TRUE,44,18,792
5/13/2024,周一,芋泥波波,阴,FALSE,FALSE,33,20,660
5/19/2024,周日,柠檬茶,雨,TRUE,FALSE,50,11,550
5/10/2024,周五,珍珠奶茶,多云,FALSE,FALSE,27,15,405
5/10/2024,周五,可可奶茶,阴,FALSE,TRUE,37,15,555
3/16/2024,周六,珍珠奶茶,雨,TRUE,FALSE,28,12,336
5/12/2024,周日,冰美式,雨,TRUE,FALSE,29,10,290
4/27/2024,周六,青稞奶茶,多云,TRUE,FALSE,52,19,988
5/20/2024,周一,水果茶,雨,FALSE,FALSE,32,19,608
5/26/2024,周日,抹茶拿铁,雪,TRUE,FALSE,35,15,525
5/21/2024,周二,冰美式,多云,FALSE,FALSE,999,14,252
4/9/2024,周二,冰美式,多云,FALSE,FALSE,17,12,204
3/29/2024,周五,青稞奶茶,阴,FALSE,FALSE,22,10,220
5/29/2024,周三,珍珠奶茶,多云,FALSE,FALSE,26,15,390
3/4/2024,周一,抹茶拿铁,多云,FALSE,FALSE,18,18,324
4/11/2024,周四,冰美式,多云,FALSE,FALSE,29,12,348
5/11/2024,周六,珍珠奶茶,晴,TRUE,FALSE,40,12,480
5/28/2024,周二,冰美式,雨,FALSE,TRUE,41,19,779
5/9/2024,周四,杨枝甘露,雨,FALSE,TRUE,47,22,1034
4/22/2024,周一,芋泥波波,晴,FALSE,FALSE,22,11,242
5/27/2024,周一,杨枝甘露,雪,FALSE,FALSE,21,18,378
3/25/2024,周一,青稞奶茶,雪,FALSE,TRUE,45,18,810
3/6/2024,周三,珍珠奶茶,阴,FALSE,FALSE,15,12,180
5/5/2024,周日,水果茶,阴,TRUE,FALSE,50,11,550
3/15/2024,周五,水果茶,晴,FALSE,TRUE,38,15,570
3/4/2024,周一,珍珠奶茶,阴,FALSE,FALSE,21,14,294
5/20/2024,周一,冰美式,雨,FALSE,TRUE,30,20,600
5/14/2024,周二,抹茶拿铁,多云,FALSE,TRUE,41,20,820
3/3/2024,周日,抹茶拿铁,阴,TRUE,FALSE,45,12,540
4/27/2024,周六,杨枝甘露,阴,TRUE,FALSE,46,19,874
5/11/2024,周六,芋泥波波,阴,TRUE,FALSE,40,12,480
5/17/2024,周五,芋泥波波,晴,FALSE,FALSE,26,20,520
3/9/2024,周六,柠檬茶,多云,TRUE,FALSE,32,12,384
4/10/2024,周三,芝士奶盖,多云,FALSE,FALSE,21,11,231
3/11/2024,周一,抹茶拿铁,多云,FALSE,FALSE,12,20,240
5/17/2024,周五,杨枝甘露,阴,FALSE,TRUE,29,22,638
4/10/2024,周三,杨枝甘露,阴,FALSE,FALSE,29,21,609
3/28/2024,周四,抹茶拿铁,雪,FALSE,FALSE,-1,19,304
5/14/2024,周二,芝士奶盖,多云,FALSE,FALSE,-1,18,270
4/25/2024,周四,青稞奶茶,晴,FALSE,FALSE,22,20,440
3/14/2024,周四,水果茶,雪,FALSE,TRUE,44,17,748
3/22/2024,周五,杨枝甘露,晴,FALSE,FALSE,22,18,396
5/15/2024,周三,可可奶茶,晴,FALSE,FALSE,19,18,342
4/23/2024,周二,杨枝甘露,阴,FALSE,FALSE,30,22,660
4/24/2024,周三,柠檬茶,晴,FALSE,FALSE,19,18,342
4/10/2024,周三,水果茶,雨,FALSE,FALSE,17,10,170
5/29/2024,周三,冰美式,阴,FALSE,FALSE,24,17,408
3/8/2024,周五,水果茶,多云,FALSE,FALSE,33,12,396
3/2/2024,周六,芝士奶盖,阴,TRUE,FALSE,26,20,520
3/24/2024,周日,柠檬茶,雨,TRUE,FALSE,56,16,896
5/24/2024,周五,芝士奶盖,雨,FALSE,FALSE,17,11,187
4/21/2024,周日,冰美式,晴,TRUE,FALSE,31,11,341
3/18/2024,周一,芝士奶盖,阴,FALSE,FALSE,22,18,396
5/27/2024,周一,青稞奶茶,阴,FALSE,FALSE,25,14,350
3/3/2024,周日,杨枝甘露,晴,TRUE,FALSE,29,22,638
3/30/2024,周六,可可奶茶,雪,TRUE,FALSE,42,18,756
5/22/2024,周三,杨枝甘露,雪,FALSE,FALSE,28,22,616
3/9/2024,周六,芋泥波波,雨,TRUE,FALSE,42,18,756
3/5/2024,周二,抹茶拿铁,雨,FALSE,FALSE,15,18,270
4/19/2024,周五,抹茶拿铁,雪,FALSE,FALSE,999,12,312
4/27/2024,周六,青稞奶茶,晴,TRUE,FALSE,38,20,760
4/29/2024,周一,抹茶拿铁,阴,FALSE,FALSE,34,19,646
5/4/2024,周六,抹茶拿铁,多云,TRUE,FALSE,38,13,494
3/5/2024,周二,可可奶茶,雪,FALSE,TRUE,42,20,840
3/31/2024,周日,芝士奶盖,雨,TRUE,FALSE,36,15,540
4/19/2024,周五,水果茶,阴,FALSE,FALSE,20,20,400
4/5/2024,周五,可可奶茶,雨,FALSE,FALSE,19,14,266
5/7/2024,周二,水果茶,雪,FALSE,FALSE,26,15,390
5/18/2024,周六,青稞奶茶,多云,TRUE,FALSE,32,20,640
5/13/2024,周一,青稞奶茶,多云,FALSE,FALSE,25,18,450
5/13/2024,周一,芋泥波波,阴,FALSE,TRUE,41,20,820
3/24/2024,周日,可可奶茶,阴,TRUE,TRUE,56,12,672
3/22/2024,周五,水果茶,多云,FALSE,FALSE,26,20,520
3/29/2024,周五,可可奶茶,雪,FALSE,FALSE,999,15,270
5/2/2024,周四,可可奶茶,阴,FALSE,FALSE,0,15,390
5/2/2024,周四,青稞奶茶,多云,FALSE,TRUE,42,19,798
5/26/2024,周日,可可奶茶,晴,TRUE,FALSE,44,17,748
3/22/2024,周五,珍珠奶茶,雪,FALSE,FALSE,21,13,273
3/5/2024,周二,芋泥波波,多云,FALSE,FALSE,22,15,330
3/14/2024,周四,芝士奶盖,多云,FALSE,TRUE,37,19,703
4/23/2024,周二,抹茶拿铁,多云,FALSE,FALSE,999,15,300
4/4/2024,周四,杨枝甘露,雨,FALSE,FALSE,14,18,252
3/23/2024,周六,抹茶拿铁,雪,TRUE,FALSE,38,19,722
5/11/2024,周六,珍珠奶茶,多云,TRUE,FALSE,44,14,616
3/31/2024,周日,可可奶茶,雪,TRUE,FALSE,46,16,736
3/18/2024,周一,芝士奶盖,阴,FALSE,TRUE,47,18,846
4/27/2024,周六,可可奶茶,雨,TRUE,FALSE,41,12,492
4/13/2024,周六,可可奶茶,雨,TRUE,FALSE,40,19,760
4/16/2024,周二,芝士奶盖,多云,FALSE,FALSE,23,19,437
3/11/2024,周一,水果茶,晴,FALSE,TRUE,30,10,300
4/9/2024,周二,芝士奶盖,雪,FALSE,FALSE,20,11,220
3/17/2024,周日,芋泥波波,雨,TRUE,TRUE,50,15,750
5/6/2024,周一,柠檬茶,雪,FALSE,FALSE,33,11,363
4/6/2024,周六,可可奶茶,雪,TRUE,FALSE,50,19,950
5/2/2024,周四,杨枝甘露,多云,FALSE,FALSE,35,21,735
4/7/2024,周日,水果茶,晴,TRUE,TRUE,49,15,735
3/9/2024,周六,可可奶茶,多云,TRUE,FALSE,32,12,384
3/9/2024,周六,杨枝甘露,雪,TRUE,TRUE,51,20,1020
3/8/2024,周五,水果茶,晴,FALSE,FALSE,16,14,224
3/27/2024,周三,可可奶茶,雨,FALSE,TRUE,43,16,688
3/12/2024,周二,抹茶拿铁,多云,FALSE,FALSE,22,17,374
4/16/2024,周二,可可奶茶,阴,FALSE,TRUE,39,10,390
5/19/2024,周日,芋泥波波,阴,TRUE,FALSE,51,18,918
3/14/2024,周四,水果茶,雪,FALSE,FALSE,18,11,198
3/23/2024,周六,芋泥波波,多云,TRUE,TRUE,61,20,1220
3/24/2024,周日,珍珠奶茶,多云,TRUE,TRUE,63,13,819
3/22/2024,周五,芋泥波波,雨,FALSE,FALSE,32,11,352
3/31/2024,周日,可可奶茶,多云,TRUE,FALSE,44,15,660
5/29/2024,周三,柠檬茶,雨,FALSE,FALSE,33,16,528
5/22/2024,周三,抹茶拿铁,多云,FALSE,TRUE,45,13,585
5/13/2024,周一,芝士奶盖,雨,FALSE,FALSE,25,19,475
3/15/2024,周五,杨枝甘露,雪,FALSE,FALSE,999,21,693
3/23/2024,周六,抹茶拿铁,多云,TRUE,TRUE,50,19,950
5/7/2024,周二,抹茶拿铁,多云,FALSE,FALSE,18,12,216
5/11/2024,周六,可可奶茶,多云,TRUE,TRUE,53,12,636
4/20/2024,周六,珍珠奶茶,多云,TRUE,TRUE,56,15,840
5/27/2024,周一,抹茶拿铁,雨,FALSE,FALSE,29,20,580
3/24/2024,周日,柠檬茶,雪,TRUE,FALSE,45,10,450
4/5/2024,周五,青稞奶茶,阴,FALSE,FALSE,26,19,494
4/28/2024,周日,芋泥波波,多云,TRUE,FALSE,-1,11,495
5/22/2024,周三,冰美式,雪,FALSE,FALSE,25,10,250
3/26/2024,周二,抹茶拿铁,雪,FALSE,TRUE,40,10,400
4/30/2024,周二,芋泥波波,雪,FALSE,FALSE,25,11,275
3/7/2024,周四,杨枝甘露,晴,FALSE,FALSE,15,21,315
5/24/2024,周五,杨枝甘露,晴,FALSE,FALSE,21,18,378
4/18/2024,周四,水果茶,多云,FALSE,FALSE,13,11,143
3/5/2024,周二,抹茶拿铁,雨,FALSE,FALSE,22,17,374
3/26/2024,周二,冰美式,晴,FALSE,FALSE,19,16,304
3/27/2024,周三,可可奶茶,多云,FALSE,FALSE,20,14,280
3/14/2024,周四,杨枝甘露,多云,FALSE,TRUE,33,22,726
5/20/2024,周一,可可奶茶,雨,FALSE,FALSE,23,20,460
3/18/2024,周一,杨枝甘露,阴,FALSE,TRUE,41,20,820
4/14/2024,周日,水果茶,晴,TRUE,FALSE,30,20,600
4/14/2024,周日,杨枝甘露,阴,TRUE,FALSE,44,19,836
3/16/2024,周六,杨枝甘露,多云,TRUE,FALSE,38,22,836
4/16/2024,周二,水果茶,多云,FALSE,FALSE,19,14,266
3/20/2024,周三,珍珠奶茶,阴,FALSE,FALSE,20,12,240
3/21/2024,周四,抹茶拿铁,雪,FALSE,FALSE,17,12,204
3/8/2024,周五,抹茶拿铁,阴,FALSE,FALSE,21,10,210
3/17/2024,周日,杨枝甘露,雪,TRUE,FALSE,35,20,700
3/21/2024,周四,珍珠奶茶,雨,FALSE,TRUE,28,12,336
4/21/2024,周日,抹茶拿铁,阴,TRUE,FALSE,47,19,893
4/26/2024,周五,冰美式,雨,FALSE,FALSE,23,13,299
3/14/2024,周四,杨枝甘露,阴,FALSE,FALSE,19,18,342
3/16/2024,周六,可可奶茶,晴,TRUE,FALSE,34,18,612
4/27/2024,周六,水果茶,晴,TRUE,FALSE,-1,18,702
5/6/2024,周一,芋泥波波,阴,FALSE,TRUE,40,11,440
5/30/2024,周四,珍珠奶茶,晴,FALSE,TRUE,40,15,600
3/7/2024,周四,抹茶拿铁,雨,FALSE,TRUE,31,15,465
4/5/2024,周五,抹茶拿铁,多云,FALSE,FALSE,21,11,231
